s.no,Area,Temperature( C),Humidity,Rainfall,Flooding,nBHK,Rent,Safety,Connectivity,Family,Bachelors,Latitude,Longitude,,,
1,Patancheruvu,25.7,38.75,23,1,2,11000,3,4,1,0,17.533,78.264,,,
2,Patancheruvu,25.7,38.75,23,1,1,6000,3,4,1,0,17.533,78.264,,,
3,Patancheruvu,25.7,38.75,23,1,4,26000,3,4,1,0,17.533,78.264,,,
4,Patancheruvu,25.7,38.75,23,1,1,5000,3,4,0,1,17.533,78.264,,,
5,Patancheruvu,25.7,38.75,23,1,1,7500,3,4,0,1,17.533,78.264,,,
6,Patancheruvu,25.7,38.75,23,1,2,8000,3,4,0,1,17.533,78.264,,,
7,Patancheruvu,25.7,38.75,23,1,2,15000,3,4,1,0,17.533,78.264,,,
8,Patancheruvu,25.7,38.75,23,1,4,40000,3,4,1,0,17.533,78.264,,,
9,Patancheruvu,25.7,38.75,23,1,2,12000,3,4,1,0,17.533,78.264,,,
10,Patancheruvu,25.7,38.75,23,1,3,25000,3,4,1,0,17.533,78.264,,,
11,Patancheruvu,25.7,38.75,23,1,1,4000,3,4,0,1,17.533,78.264,,,
12,Patancheruvu,25.7,38.75,23,1,3,32000,3,4,1,0,17.533,78.264,,,
13,Patancheruvu,25.7,38.75,23,1,1,8000,3,4,0,1,17.533,78.264,,,
14,Patancheruvu,25.7,38.75,23,1,2,14000,3,4,1,0,17.533,78.264,,,
15,Patancheruvu,25.7,38.75,23,1,2,10000,3,4,1,0,17.533,78.264,,,
16,Patancheruvu,25.7,38.75,23,1,2,16000,3,4,1,0,17.533,78.264,,,
17,Patancheruvu,25.7,38.75,23,1,2,8500,3,4,1,0,17.533,78.264,,,
18,Patancheruvu,25.7,38.75,23,1,3,20000,3,4,1,0,17.533,78.264,,,
19,Patancheruvu,25.7,38.75,23,1,3,32000,3,4,1,0,17.533,78.264,,,
20,Patancheruvu,25.7,38.75,23,1,2,12000,3,4,1,0,17.533,78.264,,,
21,Patancheruvu,25.7,38.75,23,1,2,17000,3,4,1,0,17.533,78.264,,,
22,Patancheruvu,25.7,38.75,23,1,2,13000,3,4,1,0,17.533,78.264,,,
23,Patancheruvu,25.7,38.75,23,1,2,24500,3,4,1,0,17.533,78.264,,,
24,Patancheruvu,25.7,38.75,23,1,2,19000,3,4,1,0,17.533,78.264,,,
25,Patancheruvu,25.7,38.75,23,1,2,12000,3,4,0,1,17.533,78.264,,,
26,Patancheruvu,25.7,38.75,23,1,4,25000,3,4,1,0,17.533,78.264,,,
27,Patancheruvu,25.7,38.75,23,1,2,12000,3,4,0,1,17.533,78.264,,,
28,Patancheruvu,25.7,38.75,23,1,2,12000,3,4,1,0,17.533,78.264,,,
29,Patancheruvu,25.7,38.75,23,1,2,12000,3,4,1,0,17.533,78.264,,,
30,Patancheruvu,25.7,38.75,23,1,1,5000,3,4,0,1,17.533,78.264,,,
31,Chandanagar,23.04,39.25,25,1,2,18000,4,4,1,0,17.493,78.328,,,
32,Chandanagar,23.04,39.25,25,1,2,18000,4,4,1,0,17.493,78.328,,,
33,Chandanagar,23.04,39.25,25,1,2,21000,4,4,1,0,17.493,78.328,,,
34,Chandanagar,23.04,39.25,25,1,2,30000,4,4,1,0,17.493,78.328,,,
35,Chandanagar,23.04,39.25,25,1,3,37000,4,4,1,0,17.493,78.328,,,
36,Chandanagar,23.04,39.25,25,1,2,12000,4,4,0,1,17.493,78.328,,,
37,Chandanagar,23.04,39.25,25,1,1,9000,4,4,0,1,17.493,78.328,,,
38,Chandanagar,23.04,39.25,25,1,1,11000,4,4,1,0,17.493,78.328,,,
39,Chandanagar,23.04,39.25,25,1,1,5000,4,4,0,1,17.493,78.328,,,
40,Chandanagar,23.04,39.25,25,1,2,26000,4,4,1,0,17.493,78.328,,,
41,Chandanagar,23.04,39.25,25,1,1,7500,4,4,0,1,17.493,78.328,,,
42,Chandanagar,23.04,39.25,25,1,2,18000,4,4,0,1,17.493,78.328,,,
43,Chandanagar,23.04,39.25,25,1,2,10000,4,4,0,1,17.493,78.328,,,
44,Chandanagar,23.04,39.25,25,1,2,27000,4,4,1,0,17.493,78.328,,,
45,Chandanagar,23.04,39.25,25,1,2,16000,4,4,1,0,17.493,78.328,,,
46,Chandanagar,23.04,39.25,25,1,1,9000,4,4,1,0,17.493,78.328,,,
47,Chandanagar,23.04,39.25,25,1,1,12600,4,4,1,0,17.493,78.328,,,
48,Chandanagar,23.04,39.25,25,1,2,18500,4,4,1,0,17.493,78.328,,,
49,Chandanagar,23.04,39.25,25,1,1,11000,4,4,1,0,17.493,78.328,,,
50,Chandanagar,23.04,39.25,25,1,2,21000,4,4,1,0,17.493,78.328,,,
51,Chandanagar,23.04,39.25,25,1,1,4500,4,4,0,1,17.493,78.328,,,
52,Chandanagar,23.04,39.25,25,1,2,9600,4,4,0,1,17.493,78.328,,,
53,Chandanagar,23.04,39.25,25,1,1,8000,4,4,0,1,17.493,78.328,,,
54,Chandanagar,23.04,39.25,25,1,2,15000,4,4,1,0,17.493,78.328,,,
55,Chandanagar,23.04,39.25,25,1,3,26000,4,4,1,0,17.493,78.328,,,
56,Chandanagar,23.04,39.25,25,1,3,22000,4,4,1,0,17.493,78.328,,,
57,Chandanagar,23.04,39.25,25,1,2,16500,4,4,1,0,17.493,78.328,,,
58,Chandanagar,23.04,39.25,25,1,3,30000,4,4,1,0,17.493,78.328,,,
59,Chandanagar,23.04,39.25,25,1,3,41000,4,4,1,0,17.493,78.328,,,
60,Chandanagar,23.04,39.25,25,1,1,8000,4,4,1,0,17.493,78.328,,,
61,Old Malakpet,27.45,35,29,0,1,9000,4,4,1,0,17.378,78.505,,,
62,Old Malakpet,27.45,35,29,0,2,11000,4,4,1,0,17.378,78.505,,,
63,Old Malakpet,27.45,35,29,0,2,11000,4,4,1,1,17.378,78.505,,,
64,Old Malakpet,27.45,35,29,0,2,13000,4,4,1,1,17.378,78.505,,,
65,Old Malakpet,27.45,35,29,0,2,14000,4,4,1,0,17.378,78.505,,,
66,Old Malakpet,27.45,35,29,0,1,10500,4,4,1,0,17.378,78.505,,,
67,Old Malakpet,27.45,35,29,0,2,10000,4,4,1,0,17.378,78.505,,,
68,Old Malakpet,27.45,35,29,0,3,24000,4,4,1,1,17.378,78.505,,,
69,Old Malakpet,27.45,35,29,0,2,20000,4,4,1,1,17.378,78.505,,,
70,Old Malakpet,27.45,35,29,0,3,21500,4,4,1,1,17.378,78.505,,,
71,Old Malakpet,27.45,35,29,0,2,17000,4,4,1,1,17.378,78.505,,,
72,Old Malakpet,27.45,35,29,0,2,12000,4,4,1,1,17.378,78.505,,,
73,Old Malakpet,27.45,35,29,0,2,14000,4,4,0,1,17.378,78.505,,,
74,Old Malakpet,27.45,35,29,0,2,12000,4,4,1,1,17.378,78.505,,,
75,Old Malakpet,27.45,35,29,0,3,70000,4,4,1,1,17.378,78.505,,,
76,Old Malakpet,27.45,35,29,0,2,9500,4,4,1,1,17.378,78.505,,,
77,Old Malakpet,27.45,35,29,0,2,65000,4,4,1,1,17.378,78.505,,,
78,Old Malakpet,27.45,35,29,0,3,22000,4,4,1,1,17.378,78.505,,,
79,Old Malakpet,27.45,35,29,0,2,12000,4,4,1,1,17.378,78.505,,,
80,Old Malakpet,27.45,35,29,0,2,20000,4,4,1,1,17.378,78.505,,,
81,Old Malakpet,27.45,35,29,0,3,20000,4,4,1,0,17.378,78.505,,,
82,Old Malakpet,27.45,35,29,0,2,20000,4,4,1,0,17.378,78.505,,,
83,Old Malakpet,27.45,35,29,0,3,15000,4,4,1,1,17.378,78.505,,,
84,Old Malakpet,27.45,35,29,0,2,17000,4,4,1,0,17.378,78.505,,,
85,Old Malakpet,27.45,35,29,0,2,14000,4,4,1,0,17.378,78.505,,,
86,Old Malakpet,27.45,35,29,0,2,12000,4,4,1,0,17.378,78.505,,,
87,Old Malakpet,27.45,35,29,0,3,20500,4,4,1,1,17.378,78.505,,,
88,Old Malakpet,27.45,35,29,0,3,22000,4,4,1,1,17.378,78.505,,,
89,Old Malakpet,27.45,35,29,0,2,15000,4,4,1,0,17.378,78.505,,,
90,Old Malakpet,27.45,35,29,0,2,13000,4,4,1,1,17.378,78.505,,,
91,Kothapet,27.42,36,25,1,2,32000,4,5,1,1,17.373,78.547,,,
92,Kothapet,27.42,36,25,1,2,14000,4,5,1,0,17.373,78.547,,,
93,Kothapet,27.42,36,25,1,3,22000,4,5,1,0,17.373,78.547,,,
94,Kothapet,27.42,36,25,1,1,10000,4,5,0,1,17.373,78.547,,,
95,Kothapet,27.42,36,25,1,3,40000,4,5,1,0,17.373,78.547,,,
96,Kothapet,27.42,36,25,1,2,14000,4,5,1,0,17.373,78.547,,,
97,Kothapet,27.42,36,25,1,1,9000,4,5,1,0,17.373,78.547,,,
98,Kothapet,27.42,36,25,1,3,18500,4,5,1,0,17.373,78.547,,,
99,Kothapet,27.42,36,25,1,2,15000,4,5,0,1,17.373,78.547,,,
100,Kothapet,27.42,36,25,1,2,20000,4,5,1,1,17.373,78.547,,,
101,Kothapet,27.42,36,25,1,2,9500,4,5,1,1,17.373,78.547,,,
102,Kothapet,27.42,36,25,1,2,12000,4,5,1,0,17.373,78.547,,,
103,Kothapet,27.42,36,25,1,3,22000,4,5,1,1,17.373,78.547,,,
104,Kothapet,27.42,36,25,1,2,16500,4,5,1,0,17.373,78.547,,,
105,Kothapet,27.42,36,25,1,2,13000,4,5,1,1,17.373,78.547,,,
106,Kothapet,27.42,36,25,1,2,13000,4,5,0,1,17.373,78.547,,,
107,Kothapet,27.42,36,25,1,2,11000,4,5,1,1,17.373,78.547,,,
108,Kothapet,27.42,36,25,1,2,18000,4,5,1,1,17.373,78.547,,,
109,Kothapet,27.42,36,25,1,2,10000,4,5,1,0,17.373,78.547,,,
110,Kothapet,27.42,36,25,1,2,17000,4,5,1,1,17.373,78.547,,,
111,Kothapet,27.42,36,25,1,2,25000,4,5,1,1,17.373,78.547,,,
112,Kothapet,27.42,36,25,1,2,14000,4,5,1,1,17.373,78.547,,,
113,Kothapet,27.42,36,25,1,2,14000,4,5,1,0,17.373,78.547,,,
114,Kothapet,27.42,36,25,1,2,13500,4,5,1,0,17.373,78.547,,,
115,Kothapet,27.42,36,25,1,3,20000,4,5,1,1,17.373,78.547,,,
116,Kothapet,27.42,36,25,1,3,60000,4,5,1,1,17.373,78.547,,,
117,Kothapet,27.42,36,25,1,2,14000,4,5,1,1,17.373,78.547,,,
118,Kothapet,27.42,36,25,1,2,22000,4,5,1,1,17.373,78.547,,,
119,Kothapet,27.42,36,25,1,2,20000,4,5,1,1,17.373,78.547,,,
120,Kothapet,27.42,36,25,1,3,40000,4,5,1,0,17.373,78.547,,,
121,Dilsukhnagar,27.41,39,28,0,1,4000,3,5,1,1,17.368,78.532,,,
122,Dilsukhnagar,27.41,39,28,0,1,6000,3,5,0,1,17.368,78.532,,,
123,Dilsukhnagar,27.41,39,28,0,1,6500,3,5,1,1,17.368,78.532,,,
124,Dilsukhnagar,27.41,39,28,0,2,11500,3,5,1,0,17.368,78.532,,,
125,Dilsukhnagar,27.41,39,28,0,1,5500,3,5,0,1,17.368,78.532,,,
126,Dilsukhnagar,27.41,39,28,0,1,4500,3,5,1,0,17.368,78.532,,,
127,Dilsukhnagar,27.41,39,28,0,2,16000,3,5,1,1,17.368,78.532,,,
128,Dilsukhnagar,27.41,39,28,0,3,33000,3,5,1,1,17.368,78.532,,,
129,Dilsukhnagar,27.41,39,28,0,2,20000,3,5,1,1,17.368,78.532,,,
130,Dilsukhnagar,27.41,39,28,0,3,30000,3,5,1,1,17.368,78.532,,,
131,Dilsukhnagar,27.41,39,28,0,2,17000,3,5,0,1,17.368,78.532,,,
132,Dilsukhnagar,27.41,39,28,0,3,14000,3,5,0,1,17.368,78.532,,,
133,Dilsukhnagar,27.41,39,28,0,2,12000,3,5,1,0,17.368,78.532,,,
134,Dilsukhnagar,27.41,39,28,0,2,15000,3,5,1,0,17.368,78.532,,,
135,Dilsukhnagar,27.41,39,28,0,2,24000,3,5,1,1,17.368,78.532,,,
136,Dilsukhnagar,27.41,39,28,0,2,32000,3,5,1,1,17.368,78.532,,,
137,Dilsukhnagar,27.41,39,28,0,2,15000,3,5,1,1,17.368,78.532,,,
138,Dilsukhnagar,27.41,39,28,0,3,21500,3,5,1,1,17.368,78.532,,,
139,Dilsukhnagar,27.41,39,28,0,2,20000,3,5,1,1,17.368,78.532,,,
140,Dilsukhnagar,27.41,39,28,0,2,17000,3,5,1,1,17.368,78.532,,,
141,Dilsukhnagar,27.41,39,28,0,2,20000,3,5,1,1,17.368,78.532,,,
142,Dilsukhnagar,27.41,39,28,0,2,9000,3,5,1,1,17.368,78.532,,,
143,Dilsukhnagar,27.41,39,28,0,3,30000,3,5,1,1,17.368,78.532,,,
144,Dilsukhnagar,27.41,39,28,0,3,15000,3,5,1,1,17.368,78.532,,,
145,Dilsukhnagar,27.41,39,28,0,3,20000,3,5,1,0,17.368,78.532,,,
146,Dilsukhnagar,27.41,39,28,0,3,26000,3,5,1,1,17.368,78.532,,,
147,Dilsukhnagar,27.41,39,28,0,2,18000,3,5,1,0,17.368,78.532,,,
148,Dilsukhnagar,27.41,39,28,0,2,25000,3,5,1,0,17.368,78.532,,,
149,Dilsukhnagar,27.41,39,28,0,2,21000,3,5,1,0,17.368,78.532,,,
150,Dilsukhnagar,27.41,39,28,0,3,35000,3,5,1,0,17.368,78.532,,,
151,Moosarambagh,26.96,41,23,1,4,60000,1,5,1,1,17.373,78.516,,,
152,Moosarambagh,26.96,41,23,1,2,12000,1,5,1,1,17.373,78.516,,,
153,Moosarambagh,26.96,41,23,1,2,14000,1,5,1,1,17.373,78.516,,,
154,Moosarambagh,26.96,41,23,1,2,10500,1,5,1,1,17.373,78.516,,,
155,Moosarambagh,26.96,41,23,1,3,21500,1,5,1,1,17.373,78.516,,,
156,Moosarambagh,26.96,41,23,1,1,4500,1,5,0,1,17.373,78.516,,,
157,Moosarambagh,26.96,41,23,1,2,15000,1,5,1,0,17.373,78.516,,,
158,Moosarambagh,26.96,41,23,1,2,14000,1,5,1,1,17.373,78.516,,,
159,Moosarambagh,26.96,41,23,1,2,17000,1,5,0,1,17.373,78.516,,,
160,Moosarambagh,26.96,41,23,1,3,20000,1,5,1,0,17.373,78.516,,,
161,Moosarambagh,26.96,41,23,1,2,12000,1,5,1,1,17.373,78.516,,,
162,Moosarambagh,26.96,41,23,1,2,10500,1,5,1,1,17.373,78.516,,,
163,Moosarambagh,26.96,41,23,1,3,70000,1,5,1,1,17.373,78.516,,,
164,Moosarambagh,26.96,41,23,1,2,14000,1,5,1,0,17.373,78.516,,,
165,Moosarambagh,26.96,41,23,1,2,10000,1,5,1,0,17.373,78.516,,,
166,Moosarambagh,26.96,41,23,1,2,15000,1,5,1,1,17.373,78.516,,,
167,Moosarambagh,26.96,41,23,1,1,9000,1,5,1,1,17.373,78.516,,,
168,Moosarambagh,26.96,41,23,1,2,15000,1,5,1,0,17.373,78.516,,,
169,Moosarambagh,26.96,41,23,1,2,16000,1,5,1,0,17.373,78.516,,,
170,Moosarambagh,26.96,41,23,1,1,7000,1,5,1,1,17.373,78.516,,,
171,Moosarambagh,26.96,41,23,1,2,16000,1,5,1,0,17.373,78.516,,,
172,Moosarambagh,26.96,41,23,1,3,13000,1,5,1,1,17.373,78.516,,,
173,Moosarambagh,26.96,41,23,1,1,7000,1,5,1,1,17.373,78.516,,,
174,Moosarambagh,26.96,41,23,1,3,40000,1,5,1,1,17.373,78.516,,,
175,Moosarambagh,26.96,41,23,1,2,14000,1,5,1,0,17.373,78.516,,,
176,Moosarambagh,26.96,41,23,1,2,14000,1,5,1,0,17.373,78.516,,,
177,Moosarambagh,26.96,41,23,1,1,6500,1,5,1,1,17.373,78.516,,,
178,Moosarambagh,26.96,41,23,1,2,17000,1,5,1,1,17.373,78.516,,,
179,Moosarambagh,26.96,41,23,1,2,12500,1,5,1,0,17.373,78.516,,,
180,Moosarambagh,26.96,41,23,1,2,11000,1,5,1,0,17.373,78.516,,,
181,LB Nagar,26.87,40.26,22,1,2,17500,3,5,1,1,17.345,78.552,,,
182,LB Nagar,26.87,40.26,22,1,3,20000,3,5,0,1,17.345,78.552,,,
183,LB Nagar,26.87,40.26,22,1,1,9000,3,5,1,1,17.345,78.552,,,
184,LB Nagar,26.87,40.26,22,1,2,30000,3,5,0,1,17.345,78.552,,,
185,LB Nagar,26.87,40.26,22,1,4,60000,3,5,1,1,17.345,78.552,,,
186,LB Nagar,26.87,40.26,22,1,3,30000,3,5,1,0,17.345,78.552,,,
187,LB Nagar,26.87,40.26,22,1,2,11000,3,5,1,0,17.345,78.552,,,
188,LB Nagar,26.87,40.26,22,1,3,40000,3,5,1,1,17.345,78.552,,,
189,LB Nagar,26.87,40.26,22,1,3,21000,3,5,1,1,17.345,78.552,,,
190,LB Nagar,26.87,40.26,22,1,3,15500,3,5,1,1,17.345,78.552,,,
191,LB Nagar,26.87,40.26,22,1,1,10000,3,5,1,1,17.345,78.552,,,
192,LB Nagar,26.87,40.26,22,1,2,16000,3,5,1,1,17.345,78.552,,,
193,LB Nagar,26.87,40.26,22,1,3,17000,3,5,1,1,17.345,78.552,,,
194,LB Nagar,26.87,40.26,22,1,3,25000,3,5,1,1,17.345,78.552,,,
195,LB Nagar,26.87,40.26,22,1,2,30000,3,5,1,0,17.345,78.552,,,
196,LB Nagar,26.87,40.26,22,1,2,9000,3,5,1,0,17.345,78.552,,,
197,LB Nagar,26.87,40.26,22,1,1,15000,3,5,1,1,17.345,78.552,,,
198,LB Nagar,26.87,40.26,22,1,1,14000,3,5,1,1,17.345,78.552,,,
199,LB Nagar,26.87,40.26,22,1,2,20000,3,5,1,0,17.345,78.552,,,
200,LB Nagar,26.87,40.26,22,1,1,8000,3,5,1,1,17.345,78.552,,,
201,LB Nagar,26.87,40.26,22,1,1,10000,3,5,1,0,17.345,78.552,,,
202,LB Nagar,26.87,40.26,22,1,3,27000,3,5,1,0,17.345,78.552,,,
203,LB Nagar,26.87,40.26,22,1,3,40000,3,5,1,0,17.345,78.552,,,
204,LB Nagar,26.87,40.26,22,1,2,9000,3,5,1,0,17.345,78.552,,,
205,LB Nagar,26.87,40.26,22,1,3,26000,3,5,1,0,17.345,78.552,,,
206,LB Nagar,26.87,40.26,22,1,3,35000,3,5,1,0,17.345,78.552,,,
207,LB Nagar,26.87,40.26,22,1,3,23000,3,5,1,0,17.345,78.552,,,
208,LB Nagar,26.87,40.26,22,1,1,8000,3,5,0,1,17.345,78.552,,,
209,LB Nagar,26.87,40.26,22,1,2,25000,3,5,0,1,17.345,78.552,,,
210,LB Nagar,26.87,40.26,22,1,1,8500,3,5,0,1,17.345,78.552,,,
211,Vanasthalipuram,26.88,46,22.5,0,2,13000,2,4,0,1,17.332,78.575,,,
212,Vanasthalipuram,26.88,46,22.5,0,3,10000,2,4,1,1,17.332,78.575,,,
213,Vanasthalipuram,26.88,46,22.5,0,1,8000,2,4,1,1,17.332,78.575,,,
214,Vanasthalipuram,26.88,46,22.5,0,2,9000,2,4,1,1,17.332,78.575,,,
215,Vanasthalipuram,26.88,46,22.5,0,2,8500,2,4,1,1,17.332,78.575,,,
216,Vanasthalipuram,26.88,46,22.5,0,2,10000,2,4,1,1,17.332,78.575,,,
217,Vanasthalipuram,26.88,46,22.5,0,2,9500,2,4,1,1,17.332,78.575,,,
218,Vanasthalipuram,26.88,46,22.5,0,2,12000,2,4,1,1,17.332,78.575,,,
219,Vanasthalipuram,26.88,46,22.5,0,2,8500,2,4,1,1,17.332,78.575,,,
220,Vanasthalipuram,26.88,46,22.5,0,3,35000,2,4,1,1,17.332,78.575,,,
221,Vanasthalipuram,26.88,46,22.5,0,2,10000,2,4,1,1,17.332,78.575,,,
222,Vanasthalipuram,26.88,46,22.5,0,1,8500,2,4,1,1,17.332,78.575,,,
223,Vanasthalipuram,26.88,46,22.5,0,2,12000,2,4,1,1,17.332,78.575,,,
224,Vanasthalipuram,26.88,46,22.5,0,2,10000,2,4,1,1,17.332,78.575,,,
225,Vanasthalipuram,26.88,46,22.5,0,2,7500,2,4,1,0,17.332,78.575,,,
226,Vanasthalipuram,26.88,46,22.5,0,1,7500,2,4,1,1,17.332,78.575,,,
227,Vanasthalipuram,26.88,46,22.5,0,1,5000,2,4,1,1,17.332,78.575,,,
228,Vanasthalipuram,26.88,46,22.5,0,3,26000,2,4,1,1,17.332,78.575,,,
229,Vanasthalipuram,26.88,46,22.5,0,4,1100000,2,4,1,1,17.332,78.575,,,
230,Vanasthalipuram,26.88,46,22.5,0,2,12500,2,4,1,1,17.332,78.575,,,
231,Vanasthalipuram,26.88,46,22.5,0,2,9000,2,4,1,1,17.332,78.575,,,
232,Vanasthalipuram,26.88,46,22.5,0,1,9000,2,4,0,1,17.332,78.575,,,
233,Vanasthalipuram,26.88,46,22.5,0,2,22000,2,4,1,1,17.332,78.575,,,
234,Vanasthalipuram,26.88,46,22.5,0,1,10500,2,4,1,1,17.332,78.575,,,
235,Vanasthalipuram,26.88,46,22.5,0,1,7000,2,4,1,1,17.332,78.575,,,
236,Vanasthalipuram,26.88,46,22.5,0,2,25000,2,4,0,1,17.332,78.575,,,
237,Vanasthalipuram,26.88,46,22.5,0,1,12000,2,4,1,1,17.332,78.575,,,
238,Vanasthalipuram,26.88,46,22.5,0,1,9000,2,4,1,0,17.332,78.575,,,
239,Vanasthalipuram,26.88,46,22.5,0,3,26000,2,4,1,0,17.332,78.575,,,
240,Vanasthalipuram,26.88,46,22.5,0,1,5500,2,4,0,1,17.332,78.575,,,
241,Hayathnagar,26.91,45,24,1,2,9000,3,4,1,1,17.327,78.605,,,
242,Hayathnagar,26.91,45,24,1,2,15000,3,4,1,0,17.327,78.605,,,
243,Hayathnagar,26.91,45,24,1,2,16000,3,4,1,1,17.327,78.605,,,
244,Hayathnagar,26.91,45,24,1,2,8500,3,4,0,1,17.327,78.605,,,
245,Hayathnagar,26.91,45,24,1,2,12500,3,4,0,1,17.327,78.605,,,
246,Hayathnagar,26.91,45,24,1,1,7000,3,4,1,1,17.327,78.605,,,
247,Hayathnagar,26.91,45,24,1,2,11000,3,4,1,1,17.327,78.605,,,
248,Hayathnagar,26.91,45,24,1,1,6000,3,4,1,1,17.327,78.605,,,
249,Hayathnagar,26.91,45,24,1,2,10000,3,4,1,1,17.327,78.605,,,
250,Hayathnagar,26.91,45,24,1,3,25000,3,4,1,1,17.327,78.605,,,
251,Hayathnagar,26.91,45,24,1,1,5000,3,4,1,1,17.327,78.605,,,
252,Hayathnagar,26.91,45,24,1,2,12000,3,4,1,1,17.327,78.605,,,
253,Hayathnagar,26.91,45,24,1,2,7000,3,4,1,1,17.327,78.605,,,
254,Hayathnagar,26.91,45,24,1,5,18000,3,4,1,1,17.327,78.605,,,
255,Hayathnagar,26.91,45,24,1,2,5500,3,4,1,1,17.327,78.605,,,
256,Hayathnagar,26.91,45,24,1,2,8000,3,4,1,1,17.327,78.605,,,
257,Hayathnagar,26.91,45,24,1,1,4500,3,4,1,1,17.327,78.605,,,
258,Hayathnagar,26.91,45,24,1,2,12000,3,4,1,1,17.327,78.605,,,
259,Hayathnagar,26.91,45,24,1,2,8500,3,4,1,1,17.327,78.605,,,
260,Hayathnagar,26.91,45,24,1,2,8000,3,4,1,1,17.327,78.605,,,
261,Hayathnagar,26.91,45,24,1,2,9000,3,4,1,1,17.327,78.605,,,
262,Hayathnagar,26.91,45,24,1,1,6000,3,4,1,1,17.327,78.605,,,
263,Hayathnagar,26.91,45,24,1,2,6500,3,4,1,1,17.327,78.605,,,
264,Hayathnagar,26.91,45,24,1,2,6000,3,4,1,1,17.327,78.605,,,
265,Hayathnagar,26.91,45,24,1,2,8000,3,4,1,1,17.327,78.605,,,
266,Hayathnagar,26.91,45,24,1,1,10000,3,4,1,1,17.327,78.605,,,
267,Hayathnagar,26.91,45,24,1,2,6300,3,4,1,1,17.327,78.605,,,
268,Hayathnagar,26.91,45,24,1,1,6000,3,4,1,1,17.327,78.605,,,
269,Hayathnagar,26.91,45,24,1,2,10000,3,4,1,1,17.327,78.605,,,
270,Hayathnagar,26.91,45,24,1,2,8000,3,4,1,1,17.327,78.605,,,
271,Amberpet,29.29,44,23,0,1,5000,3,4,1,1,17.392,78.516,,,
272,Amberpet,29.29,44,23,0,3,22000,3,3,1,1,17.392,78.516,,,
273,Amberpet,29.29,44,23,0,1,6000,3,3,1,1,17.392,78.516,,,
274,Amberpet,29.29,44,23,0,1,4500,3,3,1,0,17.392,78.516,,,
275,Amberpet,29.29,44,23,0,2,14000,3,3,1,0,17.392,78.516,,,
276,Amberpet,29.29,44,23,0,1,5000,3,3,1,1,17.392,78.516,,,
277,Amberpet,29.29,44,23,0,2,20000,3,3,1,1,17.392,78.516,,,
278,Amberpet,29.29,44,23,0,2,10000,3,3,1,1,17.392,78.516,,,
279,Amberpet,29.29,44,23,0,1,11000,3,3,1,1,17.392,78.516,,,
280,Amberpet,29.29,44,23,0,3,35000,3,3,1,1,17.392,78.516,,,
281,Amberpet,29.29,44,23,0,1,6000,3,3,1,1,17.392,78.516,,,
282,Amberpet,29.29,44,23,0,1,7000,3,3,1,1,17.392,78.516,,,
283,Amberpet,29.29,44,23,0,2,12500,3,3,1,1,17.392,78.516,,,
284,Amberpet,29.29,44,23,0,2,22000,3,3,1,1,17.392,78.516,,,
285,Amberpet,29.29,44,23,0,2,11500,3,3,1,1,17.392,78.516,,,
286,Amberpet,29.29,44,23,0,1,7000,3,3,1,1,17.392,78.516,,,
287,Amberpet,29.29,44,23,0,3,30000,3,3,1,1,17.392,78.516,,,
288,Amberpet,29.29,44,23,0,1,5600,3,3,1,1,17.392,78.516,,,
289,Amberpet,29.29,44,23,0,1,3000,3,3,1,1,17.392,78.516,,,
290,Amberpet,29.29,44,23,0,1,5500,3,3,1,1,17.392,78.516,,,
291,Amberpet,29.29,44,23,0,2,12000,3,3,1,1,17.392,78.516,,,
292,Amberpet,29.29,44,23,0,2,6000,3,3,1,1,17.392,78.516,,,
293,Amberpet,29.29,44,23,0,2,8000,3,3,1,1,17.392,78.516,,,
294,Amberpet,29.29,44,23,0,2,15000,3,3,1,1,17.392,78.516,,,
295,Amberpet,29.29,44,23,0,2,11500,3,3,1,1,17.392,78.516,,,
296,Amberpet,29.29,44,23,0,1,6000,3,3,1,1,17.392,78.516,,,
297,Amberpet,29.29,44,23,0,1,5000,3,3,1,1,17.392,78.516,,,
298,Amberpet,29.29,44,23,0,2,13000,3,3,1,0,17.392,78.516,,,
299,Amberpet,29.29,44,23,0,1,8000,3,3,1,1,17.392,78.516,,,
300,Amberpet,29.29,44,23,0,1,4500,3,3,1,1,17.392,78.516,,,
301,Kuntloor,26.1,49.24,26,1,1,5000,2,3,1,1,17.339,78.625,,,
302,Kuntloor,26.1,49.24,26,1,4,28000,2,3,0,1,17.339,78.625,,,
303,Kuntloor,26.1,49.24,26,1,2,7000,2,3,1,1,17.339,78.625,,,
304,Kuntloor,26.1,49.24,26,1,1,6000,2,3,1,1,17.339,78.625,,,
305,Kuntloor,26.1,49.24,26,1,3,20000,2,3,1,1,17.339,78.625,,,
306,Kuntloor,26.1,49.24,26,1,2,8000,2,3,1,1,17.339,78.625,,,
307,Kuntloor,26.1,49.24,26,1,1,5500,2,3,1,1,17.339,78.625,,,
308,Kuntloor,26.1,49.24,26,1,2,12000,2,3,1,0,17.339,78.625,,,
309,Kuntloor,26.1,49.24,26,1,2,10000,2,3,1,0,17.339,78.625,,,
310,Kuntloor,26.1,49.24,26,1,2,8000,2,3,1,0,17.339,78.625,,,
311,Kuntloor,26.1,49.24,26,1,2,12000,2,3,1,1,17.339,78.625,,,
312,Kuntloor,26.1,49.24,26,1,2,8000,2,3,1,1,17.339,78.625,,,
